import torch
# Fichier audio d'émotions pour le slot 53
# Données de test pour vérifier l'affichage
sad: 0.7767592668533325
neu: 0.19033226370811462
hap: 0.03281436488032341
sad: 0.4657306373119354
neu: 0.28345173597335815
hap: 0.24708658456802368
neu: 0.7519955635070801
sad: 0.16455484926700592
hap: 0.07787705212831497
sad: 0.5826520919799805
neu: 0.3860454261302948
hap: 0.031235449016094208
sad: 0.7628538012504578
neu: 0.16145369410514832
hap: 0.07370719313621521
sad: 0.5351461172103882
neu: 0.3676912784576416
ang: 0.0642167329788208
sad: 0.8267683386802673
neu: 0.1265629529953003
ang: 0.02496515028178692
sad: 0.6845144629478455
hap: 0.28949207067489624
neu: 0.025954484939575195
sad: 0.6083590984344482
neu: 0.3577190339565277
hap: 0.03389042988419533
neu: 0.5733892321586609
sad: 0.3527756333351135
hap: 0.07382199168205261
neu: 0.6036068201065063
sad: 0.35790368914604187
hap: 0.034225884824991226
hap: 0.4092910587787628
sad: 0.322287380695343
neu: 0.2288132905960083
hap: 0.4751007556915283
neu: 0.3830168545246124
sad: 0.10994766652584076
hap: 0.7544173002243042
sad: 0.20061002671718597
neu: 0.04496397450566292
sad: 0.5840991139411926
hap: 0.325265109539032
neu: 0.0904899388551712
sad: 0.5896170139312744
neu: 0.22648411989212036
hap: 0.178402841091156
sad: 0.5854617953300476
neu: 0.3200051784515381
hap: 0.09447161108255386
sad: 0.6961687803268433
hap: 0.2231253981590271
neu: 0.07631777971982956
neu: 0.7479200959205627
hap: 0.1287844479084015
sad: 0.12314900755882263
sad: 0.5270806550979614
hap: 0.23495937883853912
neu: 0.21709659695625305
sad: 0.49782463908195496
hap: 0.2693331241607666
neu: 0.23205143213272095
sad: 0.41492530703544617
hap: 0.3726505637168884
neu: 0.2123555988073349
sad: 0.4963224530220032
neu: 0.26207467913627625
hap: 0.24083347618579865
neu: 0.4146876633167267
sad: 0.2928071618080139
hap: 0.28484806418418884
sad: 0.640811562538147
hap: 0.26101380586624146
neu: 0.09516169875860214
sad: 0.7488680481910706
neu: 0.15372920036315918
hap: 0.06682433933019638
sad: 0.5675842761993408
neu: 0.2118990421295166
ang: 0.1288287490606308
sad: 0.43122750520706177
neu: 0.36075231432914734
hap: 0.1938677728176117
sad: 0.5064550042152405
hap: 0.24609406292438507
neu: 0.22474247217178345
sad: 0.6085629463195801
neu: 0.2245701104402542
hap: 0.15321438014507294
sad: 0.4959235191345215
neu: 0.24600327014923096
hap: 0.14009182155132294
hap: 0.5655928254127502
neu: 0.21790321171283722
sad: 0.17172066867351532
neu: 0.493998259305954
sad: 0.4574974477291107
hap: 0.04270284250378609
sad: 0.38205990195274353
ang: 0.2553071081638336
neu: 0.22861230373382568
sad: 0.6083862781524658
neu: 0.29373037815093994
hap: 0.09290817379951477
sad: 0.5577720403671265
neu: 0.30606594681739807
